Disagree,Both less than 3,Both greater than 3,,rel,head,tail,Josh-Rating,Joe-Rating,Avg-Rating,sent_LM,sent_concat,misc,misc2,temp,score_LM_1,score_concat_1,score_LM_2,score_concat_2,score_LM_3,score_concat_3,score_LM_4,score_concat_4,score_LM_5,score_concat_5,score_LM_6,score_concat_6,score_LM_7,score_concat_7,score_LM_8,score_concat_8,score_LM_9,score_concat_9,score_LM_10,score_concat_10,score_LM_cluster,score_concat_cluster,top_100,rank_LM_1,rank_concat_1,rank_LM_2,rank_concat_2,rank_LM_3,rank_concat_3,rank_LM_4,rank_concat_4,rank_LM_5,rank_concat_5,rank_LM_6,rank_concat_6,rank_LM_7,rank_concat_7,rank_LM_8,rank_concat_8,rank_LM_9,rank_concat_9,rank_LM_10,rank_concat_10,rank_LM_cluster,rank_concat_cluster,score_LM_ensemble,score_concat_ensemble,rank_LM_ensemble,rank_concat_ensemble
0,,,1124,ReceivesAction,prime minister,head of state,0,0,0,[CLS] the prime minister can be head of state . [SEP],[CLS] prime minister receives action head of state . [SEP],17,0.049437878,-59.96422172,11.43324375,7.070687294,4.758206367,-0.419246674,-1.916831017,-7.909180641,-8.591868401,-15.39911461,-15.26690578,-22.88904858,-21.94194317,-30.37898254,-28.61698055,-37.86891651,-35.29201794,-45.35885048,-41.96705532,-52.84878445,-48.6420927,-60.33871841,1.453236818,1.827733517,TRUE,4,95,11,34,21,24,35,30,53,38,64,42,75,45,85,47,96,47,101,47,38,40,-54.5,-44.9,36.5,16
0,,,1732,HasA,this venture,success,3,3,3,[CLS] this venture has success . [SEP],[CLS] this venture has a success . [SEP],7,0.025045369,-59.29400984,1.56979394,5.683800936,-6.936672449,-1.576289654,-15.44313884,-8.836380243,-23.94960523,-16.09647083,-32.45607162,-23.35656142,-40.962538,-30.61665201,-49.46900439,-37.8767426,-57.97547078,-45.13683319,-66.48193717,-52.39692378,-74.98840356,-59.65701437,0.238732994,0.601737523,TRUE,1244,226,756,70,681,50,656,44,637,44,636,44,624,46,611,46,608,46,600,46,70,78,-705.3,-66.2,662,34.5
0,,,1072,ReceivesAction,constituency,member of parliament,0,0,0,[CLS] the constituency can be a member of parliament . [SEP],[CLS] constituency receives action member of parliament . [SEP],11,0.124617889,-60.05686289,1.578627586,7.042690992,-7.177344799,-0.454465866,-15.93331718,-7.951622725,-24.68928957,-15.44877958,-33.44526196,-22.94593644,-42.20123434,-30.4430933,-50.95720673,-37.94025016,-59.71317911,-45.43740702,-68.4691515,-52.93456388,-77.22512388,-60.43172073,1.419823349,1.794681191,TRUE,1237,97,804,35,735,25,707,31,700,40,696,43,695,47,695,48,691,48,686,50,40,42,-764.6,-46.4,722,18
1,0,1,2722,Causes,urban design,architecture,4,3,3.5,[CLS] urban design causes the architecture . [SEP],[CLS] urban design causes architecture . [SEP],11,0.138978882,-60.01405921,3.701662064,6.59179306,-6.491177082,-0.850201607,-16.68401623,-8.292196274,-26.87685537,-15.73419094,-37.06969452,-23.17618561,-47.26253366,-30.61818027,-57.45537281,-38.06017494,-67.64821196,-45.50216961,-77.8410511,-52.94416428,-88.03389025,-60.38615894,1.01029706,1.382396793,TRUE,480,127,666,45,816,34,898,39,953,43,990,46,1014,48,1028,49,1034,49,1046,49,54,55,-892.5,-52.9,857,22
0,,,1445,IsA,electric charge,current,4,4,4,[CLS] the electric charge is current . [SEP],[CLS] electric charge is a current . [SEP],9,0.052457886,-60.62106307,3.042792082,7.30561018,-5.801634312,-0.28396225,-14.64606071,-7.873534679,-23.4904871,-15.46310711,-32.33491349,-23.05267954,-41.17933989,-30.64225197,-50.02376628,-38.2318244,-58.86819267,-45.82139683,-67.71261907,-53.41096926,-76.55704546,-61.00054169,1.613430858,1.992909479,TRUE,661,80,561,28,588,23,613,33,632,41,642,47,656,49,656,51,665,50,667,52,32,33,-634.1,-45.4,589.5,17
1,0,1,1539,HasA,an album,time,4,3,3.5,[CLS] an album has a time . [SEP],[CLS] an album has a time . [SEP],36,0.441207093,-57.48405702,0.142710924,0.142710924,-6.296034098,-6.296034098,-12.73477912,-12.73477912,-19.17352414,-19.17352414,-25.61226916,-25.61226916,-32.05101418,-32.05101418,-38.48975921,-38.48975921,-44.92850423,-44.92850423,-51.36724925,-51.36724925,-57.80599427,-57.80599427,-4.686347842,-4.364410591,TRUE,1974,2244,635,425,401,183,310,108,271,75,242,55,229,50,220,44,204,44,199,43,608,647,-468.5,-327.1,424,259
0,,,1518,HasA,the author,reputation,4,4,4,[CLS] the author has a reputation . [SEP],[CLS] the author has a reputation . [SEP],12,0.670174451,-57.78688918,0.419339657,0.419339657,-6.084149599,-6.084149599,-12.58763885,-12.58763885,-19.09112811,-19.09112811,-25.59461737,-25.59461737,-32.09810662,-32.09810662,-38.60159588,-38.60159588,-45.10508513,-45.10508513,-51.60857439,-51.60857439,-58.11206365,-58.11206365,-4.458277285,-4.133102822,TRUE,1824,2128,606,394,386,174,304,106,270,74,247,56,232,51,223,45,211,45,205,44,567,603,-450.8,-311.7,404,249
0,,,1552,HasA,the country,political stability,3,3,3,[CLS] the country has political stability . [SEP],[CLS] the country has a political stability . [SEP],8,0.383697322,-60.77148762,6.743099213,6.363942623,0.304819107,-1.137222767,-6.133460999,-8.638388157,-12.5717411,-16.13955355,-19.01002121,-23.64071894,-25.44830132,-31.14188433,-31.88658142,-38.64304972,-38.32486153,-46.14421511,-44.76314163,-53.6453805,-51.20142174,-61.14654589,0.738068581,1.11312685,TRUE,67,151,59,55,78,40,85,45,96,48,105,50,111,52,113,52,116,54,119,54,62,63,-94.9,-60.1,68,29
1,0,1,26,HasSubevent,beta decay,emission,4,3,3.5,[CLS] one of the things you do when you emission is beta decay . [SEP],[CLS] beta decay has sub ##eve ##nt emission . [SEP],16,0.102017709,-60.66356837,4.15694809,5.88198781,-9.817299843,-1.553269863,-23.79154778,-8.988527536,-37.76579571,-16.42378521,-51.74004364,-23.85904288,-65.71429157,-31.29430056,-79.68853951,-38.72955823,-93.66278744,-46.1648159,-107.6370354,-53.60007358,-121.6112833,-61.03533125,0.305544555,0.677307439,TRUE,367,196,1407,68,1865,53,2020,50,2131,49,2195,51,2233,53,2259,53,2276,53,2283,53,67,72,-1903.6,-67.9,1925,38
0,,,1424,IsA,album,progressive rock,3,3,3,[CLS] the album is a progressive rock . [SEP],[CLS] album is a progressive rock . [SEP],88,0.087412809,-61.50844183,5.313747406,6.45850563,-0.466261387,-1.135566711,-6.24627018,-8.729639053,-12.02627897,-16.3237114,-17.80628777,-23.91778374,-23.58629656,-31.51185608,-29.36630535,-39.10592842,-35.14631414,-46.70000076,-40.92632294,-54.2940731,-46.70633173,-61.88814545,0.762951374,1.142654991,TRUE,186,142,87,54,82,44,76,49,79,50,80,52,83,54,84,55,87,58,87,61,60,62,-93.1,-61.9,65,30
0,,,1590,HasA,episode,air date,4,4,4,[CLS] the episode has an air date . [SEP],[CLS] episode has a air date . [SEP],12,0.218828701,-62.01194626,8.405983448,6.748422861,1.707077026,-0.934299946,-4.991829395,-8.617022753,-11.69073582,-16.29974556,-18.38964224,-23.98246837,-25.08854866,-31.66519117,-31.78745508,-39.34791398,-38.4863615,-47.03063679,-45.18526793,-54.71335959,-51.88417435,-62.3960824,0.986380756,1.370516896,TRUE,24,114,32,47,51,39,72,48,86,51,100,53,110,55,115,57,119,61,126,64,55,58,-83.5,-58.9,58,27
1,0,0,1626,HasA,the harbour,island,3,1,2,[CLS] the harbour has an island . [SEP],[CLS] the harbour has a island . [SEP],13,0.141306078,-60.01240278,2.925602913,1.969300032,0.024013042,-4.956029892,-2.877576828,-11.88135982,-5.779166698,-18.80668974,-8.680756569,-25.73201966,-11.58234644,-32.65734959,-14.48393631,-39.58267951,-17.38552618,-46.50800943,-20.28711605,-53.43333936,-23.18870592,-60.35866928,-3.224697411,-2.878430915,TRUE,699,1376,73,272,26,138,19,99,16,78,16,65,15,56,14,54,12,51,12,48,356,373,-90.2,-223.7,63,169
0,,,2725,Causes,skin friction,drag,4,4,4,[CLS] skin friction causes drag . [SEP],[CLS] skin friction causes drag . [SEP],11,0.125132194,-60.61908503,2.767467499,2.767467499,-4.314828873,-4.314828873,-11.39712524,-11.39712524,-18.47942162,-18.47942162,-25.56171799,-25.56171799,-32.64401436,-32.64401436,-39.72631073,-39.72631073,-46.8086071,-46.8086071,-53.89090347,-53.89090347,-60.97319984,-60.97319984,-2.54425478,-2.190139961,TRUE,743,986,359,213,301,120,276,87,267,73,263,64,259,57,259,56,257,55,257,51,275,293,-324.1,-176.2,276,126
1,1,0,1035,ReceivesAction,judge,contempt of court,2,1,1.5,[CLS] judge can be contempt of court . [SEP],[CLS] judge receives action contempt of court . [SEP],8,0.210525057,-62.51344159,1.28371191,6.356357574,-11.91018295,-1.338592052,-25.10407782,-9.033541679,-38.29797268,-16.72849131,-51.49186754,-24.42344093,-64.68576241,-32.11839056,-77.87965727,-39.81334019,-91.07355213,-47.50828981,-104.267447,-55.20323944,-117.4613419,-62.89818907,0.585145354,0.969892836,TRUE,1375,152,1902,61,2016,54,2077,54,2114,54,2132,57,2145,58,2157,63,2166,67,2165,68,64,64,-2024.9,-68.8,2031,40
1,0,1,576,AtLocation,farm,present day,3,4,3.5,[CLS] the place you are likely to find the farm is in the present day . [SEP],[CLS] farm at location present day . [SEP],8,0.002965415,-61.29965309,0.471726418,3.737329245,-8.696537971,-3.529372692,-17.86480236,-10.79607463,-27.03306675,-18.06277657,-36.20133114,-25.3294785,-45.36959553,-32.59618044,-54.53785992,-39.86288238,-63.70612431,-47.12958431,-72.87438869,-54.39628625,-82.04265308,-61.66298819,-1.712697208,-1.349362111,TRUE,1800,619,1129,169,978,99,916,75,873,66,853,62,840,59,834,59,824,60,823,59,198,209,-987,-132.7,944,93
1,0,1,1731,HasA,the intersection,exit,4,3,3.5,[CLS] the intersection has an exit . [SEP],[CLS] the intersection has a exit . [SEP],15,0.025208536,-61.06438891,2.723317862,3.013450861,-1.733366013,-4.146084309,-6.190049887,-11.30561948,-10.64673376,-18.46515465,-15.10341763,-25.62468982,-19.56010151,-32.78422499,-24.01678538,-39.94376016,-28.47346926,-47.10329533,-32.93015313,-54.2628305,-37.38683701,-61.42236567,-2.356200516,-1.998223758,TRUE,755,876,143,204,80,117,58,86,51,76,45,67,40,60,39,58,39,57,39,56,254,269,-128.9,-165.7,98,118
0,,,1393,IsA,morning news,program,4,4,4,[CLS] the morning news is the program . [SEP],[CLS] morning news is a program . [SEP],15,0.143909581,-62.2160092,2.573426247,5.302290678,-6.087995052,-2.241653442,-14.74941635,-9.785597563,-23.41083765,-17.32954168,-32.07225895,-24.8734858,-40.73368025,-32.41742992,-49.39510155,-39.96137404,-58.05652285,-47.50531816,-66.71794415,-55.04926229,-75.37936544,-62.59320641,-0.355667412,0.021529794,TRUE,807,271,607,90,596,71,610,63,618,60,618,58,617,61,618,62,616,63,619,66,111,116,-632.6,-86.5,586.5,55
0,,,437,AtLocation,record producer,recording,4,4,4,[CLS] the place you are likely to find a record producer is in recording . [SEP],[CLS] record producer at location recording . [SEP],18,0.065643648,-62.34813081,1.981893301,5.077636957,-7.751853943,-2.45596838,-17.48560119,-9.989573717,-27.21934843,-17.52317905,-36.95309567,-25.05678439,-46.68684292,-32.59038973,-56.42059016,-40.12399507,-66.15433741,-47.6576004,-75.88808465,-55.19120574,-85.62183189,-62.72481108,-0.572567046,-0.195886779,TRUE,1042,307,921,103,922,78,941,69,942,62,954,60,949,62,948,64,949,66,950,67,127,130,-951.8,-93.8,912,61
1,0,0,2539,HasProperty,the city,homeless,1,3,2,[CLS] the city is homeless . [SEP],[CLS] the city has property homeless . [SEP],23,0.119641196,-61.0731427,0.40655899,2.464575768,-8.332778931,-4.634610653,-17.07211685,-11.73379707,-25.81145477,-18.83298349,-34.55079269,-25.93216991,-43.29013062,-33.03135633,-52.02946854,-40.13054276,-60.76880646,-47.22972918,-69.50814438,-54.3289156,-78.2474823,-61.42810202,-2.859814048,-2.504854727,TRUE,1832,1139,1044,241,876,135,800,100,766,79,746,72,733,63,725,60,718,59,710,57,312,328,-895,-200.5,859,147
0,,,2811,Causes,playoff,championship game,4,4,4,[CLS] playoff causes the championship game . [SEP],[CLS] playoff causes championship game . [SEP],10,0.011764569,-64.9997911,7.532489538,10.07618475,0.250787735,1.68780756,-7.030914068,-6.70056963,-14.31261587,-15.08894682,-21.59431767,-23.47732401,-28.87601948,-31.8657012,-36.15772128,-40.25407839,-43.43942308,-48.64245558,-50.72112489,-57.03083277,-58.00282669,-65.41920996,3.784901857,4.204320717,TRUE,35,14,62,10,101,15,124,27,157,47,175,54,186,64,194,73,198,76,204,85,8,8,-143.6,-46.5,109,19
0,,,1648,HasA,the leader,team,4,4,4,[CLS] the leader has a team . [SEP],[CLS] the leader has a team . [SEP],61,0.103418695,-60.8901154,1.662623882,1.662623882,-5.326508999,-5.326508999,-12.31564188,-12.31564188,-19.30477476,-19.30477476,-26.29390764,-26.29390764,-33.28304052,-33.28304052,-40.2721734,-40.2721734,-47.26130629,-47.26130629,-54.25043917,-54.25043917,-61.23957205,-61.23957205,-3.579225779,-3.229769135,TRUE,1193,1509,495,307,364,158,319,110,293,90,278,74,268,65,266,61,264,56,261,55,403,432,-400.1,-248.5,350,184
0,,,2107,CapableOf,renewable energy,energy efficiency,4,4,4,[CLS] renewable energy can be energy efficiency . [SEP],[CLS] renewable energy capable of energy efficiency . [SEP],18,0.743509452,-63.71057189,7.320375681,7.177487373,-1.899716854,-0.742966175,-11.11980939,-8.663419724,-20.33990192,-16.58387327,-29.55999446,-24.50432682,-38.78008699,-32.42478037,-48.00017953,-40.34523392,-57.22027206,-48.26568747,-66.4403646,-56.18614101,-75.66045713,-64.10659456,1.237147212,1.633169889,TRUE,41,90,153,41,274,42,376,53,444,56,498,59,550,66,578,71,604,71,632,74,47,49,-415,-62.3,365,31
1,0,1,1228,IsA,short story,novel,3,4,3.5,[CLS] a short story is a novel . [SEP],[CLS] short story is a novel . [SEP],54,0.769930694,-62.85361483,4.110904217,5.354435921,0.343345404,-2.266575336,-3.424213409,-9.887586594,-7.191772223,-17.50859785,-10.95933104,-25.12960911,-14.72688985,-32.75062037,-18.49444866,-40.37163162,-22.26200747,-47.99264288,-26.02956629,-55.61365414,-29.7971251,-63.23466539,-0.361322522,0.019728041,TRUE,380,265,56,91,32,75,26,68,22,65,21,66,22,67,22,67,22,70,22,70,112,117,-62.5,-90.4,43,59
0,,,1314,IsA,marriage,domestic partnership,4,4,4,[CLS] marriage is a domestic partnership . [SEP],[CLS] marriage is a domestic partnership . [SEP],14,0.348163715,-62.64472327,4.695394039,4.695394039,-2.828641415,-2.828641415,-10.35267687,-10.35267687,-17.87671232,-17.87671232,-25.40074778,-25.40074778,-32.92478323,-32.92478323,-40.44881868,-40.44881868,-47.97285414,-47.97285414,-55.49688959,-55.49688959,-63.02092505,-63.02092505,-0.947632551,-0.571430779,TRUE,272,383,212,121,235,88,247,73,260,68,269,71,276,68,279,66,284,69,289,69,151,155,-262.3,-107.6,220,73
1,0,1,1379,IsA,river valley,town,3,4,3.5,[CLS] river valley is a town . [SEP],[CLS] river valley is a town . [SEP],10,0.175487638,-62.19820482,3.300494909,3.300494909,-4.017795563,-4.017795563,-11.33608603,-11.33608603,-18.65437651,-18.65437651,-25.97266698,-25.97266698,-33.29095745,-33.29095745,-40.60924792,-40.60924792,-47.92753839,-47.92753839,-55.24582887,-55.24582887,-62.56411934,-62.56411934,-2.188222945,-1.822308421,TRUE,574,756,324,194,295,118,286,92,283,81,279,75,280,69,278,65,281,68,278,65,239,253,-315.8,-158.3,264,112
1,0,0,699,UsedFor,instruction set,execution,3,0,1.5,[CLS] the instruction set is used for the execution . [SEP],[CLS] instruction set used for execution . [SEP],7,0.088863273,-63.5943717,1.845496655,6.000956535,-6.411882401,-1.775057793,-14.66926146,-9.551072121,-22.92664051,-17.32708645,-31.18401957,-25.10310078,-39.44139862,-32.8791151,-47.69877768,-40.65512943,-55.95615673,-48.43114376,-64.21353579,-56.20715809,-72.47091484,-63.98317242,0.168945789,0.557746506,TRUE,1103,184,655,75,593,65,564,62,557,64,545,70,533,70,528,72,523,72,519,73,75,83,-612,-80.7,566,51
1,0,0,2728,Causes,set,finite subset,4,2,3,[CLS] setting causes a finite subset . [SEP],[CLS] set causes finite subset . [SEP],12,0.114968744,-65.00763315,3.745952606,8.350598574,-7.186999798,0.154148102,-18.1199522,-8.04230237,-29.05290461,-16.23875284,-39.98585701,-24.43520331,-50.91880941,-32.63165379,-61.85176182,-40.82810426,-72.78471422,-49.02455473,-83.71766663,-57.2210052,-94.65061903,-65.41745567,2.20326072,2.613083243,TRUE,461,41,809,19,1010,29,1107,46,1165,55,1214,63,1243,71,1271,77,1284,80,1291,84,25,26,-1085.5,-56.5,1050,24
1,0,0,1130,ReceivesAction,resignation,removal from office,0,4,2,[CLS] resignation can be removal from office . [SEP],[CLS] resignation receives action removal from office . [SEP],12,0.04539276,-64.52058784,6.861670971,7.344894648,-1.879165649,-0.6847682,-10.62000227,-8.714431047,-19.36083889,-16.74409389,-28.10167551,-24.77375674,-36.84251213,-32.80341959,-45.58334875,-40.83308244,-54.32418537,-48.86274529,-63.06502199,-56.89240813,-71.80585861,-64.92207098,1.322647512,1.724130654,TRUE,59,78,151,39,245,43,320,55,375,58,409,68,436,72,464,76,488,75,500,80,44,43,-344.7,-64.4,298,33
1,0,0,1763,HasA,the type,body,4,0,2,[CLS] the type has a body . [SEP],[CLS] the type has a body . [SEP],21,0.00516502,-61.75534402,1.374905825,1.374905825,-5.678753376,-5.678753376,-12.73241258,-12.73241258,-19.78607178,-19.78607178,-26.83973098,-26.83973098,-33.89339018,-33.89339018,-40.94704938,-40.94704938,-48.00070858,-48.00070858,-55.05436778,-55.05436778,-62.10802698,-62.10802698,-3.915338576,-3.562655616,TRUE,1335,1650,548,346,398,182,342,118,313,98,300,83,292,73,280,68,275,64,272,63,465,487,-435.5,-274.5,388.5,209
1,1,0,146,HasSubevent,team,head coach,0,1,0.5,[CLS] one of the things you do when you head coach is team . [SEP],[CLS] team has sub ##eve ##nt head coach . [SEP],239,0.003625429,-65.95862074,4.899661541,9.64053154,-6.24998045,1.193698883,-17.39962244,-7.253133774,-28.54926443,-15.69996643,-39.69890642,-24.14679909,-50.84854841,-32.59363174,-61.9981904,-41.0404644,-73.14783239,-49.48729706,-84.29747438,-57.93412971,-95.44711637,-66.38096237,3.305407047,3.72774868,TRUE,243,17,625,14,911,19,1067,38,1145,53,1207,61,1252,74,1286,82,1305,90,1319,96,12,12,-1036,-54.4,998,23
1,1,0,481,AtLocation,resignation,removal from office,0,1,0.5,[CLS] the place you are likely to find resignation is in the removal from office . [SEP],[CLS] resignation at location removal from office . [SEP],12,0.031505695,-65.43620464,3.092283726,8.490180731,-11.73924541,0.230249405,-26.57077456,-8.029681921,-41.4023037,-16.28961325,-56.23383284,-24.54954457,-71.06536198,-32.8094759,-85.89689112,-41.06940722,-100.7284203,-49.32933855,-115.5599494,-57.58926988,-130.3914785,-65.8492012,2.295232236,2.708228803,TRUE,649,35,1865,18,2204,27,2346,47,2398,57,2434,69,2461,75,2474,79,2494,88,2501,90,20,21,-2182.6,-58.5,2210,26
1,0,0,601,UsedFor,school,junior college,3,1,2,[CLS] school is for junior college . [SEP],[CLS] school used for junior college . [SEP],23,0.841202183,-63.58497735,2.971930981,4.332582235,-4.980995178,-3.255971909,-12.93392134,-10.84452605,-20.8868475,-18.4330802,-28.83977365,-26.02163434,-36.79269981,-33.61018848,-44.74562597,-41.19874263,-52.69855213,-48.78729677,-60.65147829,-56.37585092,-68.60440445,-63.96440506,-1.358833373,-0.979405665,TRUE,683,469,438,149,417,101,412,83,410,83,407,78,405,76,407,75,404,74,405,72,174,185,-438.8,-126,391,88
0,,,2865,Causes,municipality,local government,4,4,4,[CLS] the municipality causes the local government . [SEP],[CLS] municipality causes local government . [SEP],60,0.002955951,-65.0342541,4.745918274,7.175953388,-1.715919971,-0.892226219,-8.177758217,-8.960405827,-14.63959646,-17.02858543,-21.10143471,-25.09676504,-27.56327295,-33.16494465,-34.0251112,-41.23312426,-40.48694944,-49.30130386,-46.94878769,-57.36948347,-53.41062593,-65.43766308,1.124818683,1.528227663,TRUE,264,91,142,46,133,52,133,59,141,63,139,73,141,77,142,78,145,82,147,86,51,51,-152.7,-70.7,116,42
1,1,0,1064,ReceivesAction,regiment,medal of honor,0,1,0.5,[CLS] regiment can be a medal of honor . [SEP],[CLS] regiment receives action medal of honor . [SEP],7,0.142060412,-63.46874259,0.271642208,3.990891457,-13.90462255,-3.546497822,-28.08088732,-11.0838871,-42.25715208,-18.62127638,-56.43341684,-26.15866566,-70.60968161,-33.69605494,-84.78594637,-41.23344421,-98.96221113,-48.77083349,-113.1384759,-56.30822277,-127.3147407,-63.84561205,-1.662150502,-1.285281038,TRUE,1894,551,2332,171,2398,109,2404,90,2408,87,2413,80,2415,78,2417,74,2422,73,2423,71,193,203,-2352.6,-138.4,2413,96.5
1,0,1,1584,HasA,the series,star,4,3,3.5,[CLS] the series has a star . [SEP],[CLS] the series has a star . [SEP],48,0.249988253,-61.69934561,0.322044611,0.322044611,-6.60771966,-6.60771966,-13.53748393,-13.53748393,-20.4672482,-20.4672482,-27.39701247,-27.39701247,-34.32677674,-34.32677674,-41.25654101,-41.25654101,-48.18630528,-48.18630528,-55.11606956,-55.11606956,-62.04583383,-62.04583383,-4.875278592,-4.528790379,TRUE,1871,2164,684,480,476,213,385,145,339,105,316,90,298,79,287,70,276,65,271,62,646,686,-520.3,-347.3,479,284
1,0,1,1788,HasA,an article,reason,4,3,3.5,[CLS] an article has a reason . [SEP],[CLS] an article has a reason . [SEP],15,0.001346049,-61.40318204,-0.334594727,-0.334594727,-7.157900572,-7.157900572,-13.98120642,-13.98120642,-20.80451226,-20.80451226,-27.62781811,-27.62781811,-34.45112395,-34.45112395,-41.2744298,-41.2744298,-48.09773564,-48.09773564,-54.92104149,-54.92104149,-61.74434733,-61.74434733,-5.452074111,-5.110908818,TRUE,2222,2443,799,577,514,242,404,155,348,116,321,94,300,80,283,69,272,62,267,60,779,849,-573,-389.8,522.5,335
0,,,2177,CapableOf,gas,water vapor,4,4,4,[CLS] the gas can be water vapor . [SEP],[CLS] gas capable of water vapor . [SEP],20,0.181166365,-65.06285132,9.659709692,6.474023104,5.433738708,-1.518923759,1.207767725,-9.511870623,-3.018203259,-17.50481749,-7.244174242,-25.49776435,-11.47014523,-33.49071121,-15.69611621,-41.48365808,-19.92208719,-49.47660494,-24.14805818,-57.4695518,-28.37402916,-65.46249866,0.479312956,0.878960299,TRUE,12,138,8,66,9,64,11,67,13,71,15,76,18,81,20,81,21,83,21,87,65,65,-14.8,-81.4,9,52
1,0,1,839,UsedFor,application,web browser,4,3,3.5,[CLS] the application is for a web browser . [SEP],[CLS] application used for web browser . [SEP],23,0.0068004,-64.5817623,2.906600475,5.013294935,-3.429528952,-2.762689114,-9.765658379,-10.53867316,-16.10178781,-18.31465721,-22.43791723,-26.09064126,-28.77404666,-33.86662531,-35.11017609,-41.64260936,-41.44630551,-49.41859341,-47.78243494,-57.19457746,-54.11856437,-64.9705615,-0.818693101,-0.429893899,TRUE,703,317,273,119,210,93,190,82,177,85,168,82,167,82,162,80,158,79,157,81,144,146,-236.5,-110,202,77
0,,,2607,HasProperty,message passing,communication,4,4,4,[CLS] the message passing is a communication . [SEP],[CLS] message passing has property communication . [SEP],10,0.024285861,-65.55954475,5.319323301,6.940067768,-5.43914938,-1.160447598,-16.19762206,-9.260962963,-26.95609474,-17.36147833,-37.71456742,-25.46199369,-48.4730401,-33.56250906,-59.23151278,-41.66302443,-69.98998547,-49.76353979,-80.74845815,-57.86405516,-91.50693083,-65.96457052,0.864681244,1.269707012,TRUE,185,103,513,56,759,60,907,64,1007,70,1050,77,1094,83,1118,86,1146,89,1169,94,59,59,-894.8,-78.2,858,48
0,,,1003,ReceivesAction,government,vote of confidence,4,4,4,[CLS] government can be a vote of confidence . [SEP],[CLS] government receives action vote of confidence . [SEP],34,0.266109218,-64.99972826,2.838794231,5.228556395,-6.438880444,-2.618179321,-15.71655512,-10.46491504,-24.99422979,-18.31165075,-34.27190447,-26.15838647,-43.54957914,-34.00512218,-52.82725382,-41.8518579,-62.10492849,-49.69859362,-71.38260317,-57.54532933,-80.66027784,-65.39206505,-0.656495392,-0.264158607,TRUE,723,278,657,115,709,91,732,81,748,86,758,85,764,84,765,84,768,85,774,83,132,135,-739.8,-107.2,698,72
0,,,478,AtLocation,word order,language,4,4,4,[CLS] something you find in the language is the word order . [SEP],[CLS] word order at location language . [SEP],10,0.032771842,-66.28560563,5.528284073,7.719646692,-0.57611227,-0.549096584,-6.680508614,-8.817839861,-12.78490496,-17.08658314,-18.8893013,-25.35532641,-24.99369764,-33.62406969,-31.09809399,-41.89281297,-37.20249033,-50.16155624,-43.30688667,-58.43029952,-49.41128302,-66.6990428,1.518089235,1.931526399,TRUE,166,59,91,36,94,49,93,60,94,67,98,79,102,85,104,90,105,98,106,101,36,37,-105.3,-72.4,78,45
1,0,0,8,HasSubevent,wind power,energy,4,1,2.5,[CLS] you energy when you wind power . [SEP],[CLS] wind power has sub ##eve ##nt energy . [SEP],17,0.33537157,-64.4092695,3.67158556,3.675419331,-7.367223263,-3.931808472,-18.40603209,-11.53903627,-29.44484091,-19.14626408,-40.48364973,-26.75349188,-51.52245855,-34.36071968,-62.56126738,-41.96794748,-73.6000762,-49.57517529,-84.63888502,-57.18240309,-95.67769384,-64.78963089,-2.030001521,-1.649640131,TRUE,485,635,851,186,1056,123,1152,107,1212,96,1258,91,1291,86,1306,83,1318,78,1329,77,224,239,-1125.8,-156.2,1092,108
0,,,2470,HasProperty,the park,year-round,4,4,4,[CLS] the park is a year - round . [SEP],[CLS] the park has property year - round . [SEP],9,0.311001657,-64.97782264,-0.558275938,4.696679831,-9.711116314,-3.08818078,-18.86395669,-10.87304139,-28.01679707,-18.657902,-37.16963744,-26.44276261,-46.32247782,-34.22762322,-55.47531819,-42.01248384,-64.62815857,-49.79734445,-73.78099895,-57.58220506,-82.93383932,-65.36706567,-1.141965628,-0.752722597,TRUE,2322,382,1382,138,1116,104,1017,93,964,92,922,88,897,87,876,87,861,87,850,82,158,167,-1120.7,-124,1083,86
0,,,2366,CapableOf,library,art collection,4,4,4,[CLS] a library can be an art collection . [SEP],[CLS] library capable of art collection . [SEP],13,0.005202676,-65.51798172,3.945617199,5.609482288,-2.555799961,-2.337720394,-9.057217121,-10.28492308,-15.55863428,-18.23212576,-22.06005144,-26.17932844,-28.5614686,-34.12653112,-35.06288576,-42.07373381,-41.56430292,-50.02093649,-48.06572008,-57.96813917,-54.56713724,-65.91534185,-0.350919724,0.046440411,TRUE,420,236,195,95,173,87,169,77,165,88,161,86,161,88,167,89,166,92,168,93,110,115,-194.5,-103.1,156.5,66
1,0,1,620,UsedFor,drug use,abuse,3,4,3.5,[CLS] drug use is used to abuse . [SEP],[CLS] drug use used for abuse . [SEP],11,0.473726688,-66.73776462,2.932359457,7.776271343,-5.845617294,-0.549319267,-14.62359405,-8.874909878,-23.4015708,-17.20050049,-32.17954755,-25.5260911,-40.9575243,-33.85168171,-49.73550105,-42.17727232,-58.5134778,-50.50286293,-67.29145455,-58.82845354,-76.0694313,-67.15404415,1.532078385,1.948357916,TRUE,698,56,568,37,586,51,609,61,624,72,635,81,636,89,645,96,651,101,651,107,34,36,-630.3,-75.1,582,46
